Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.280751,157461000.0,0.0,0.0,100329000.0,17371000.0,490338000.0,157461000.0,140090000.0,-600000.0,600000.0,100329000.0,100329000.0,650687000.0,,,,,100329000.0,100329000.0,0.0,100329000.0,100329000.0,0.0,100329000.0,39162000.0,139490000.0,13055000.0,0.0,-600000.0,600000.0,127034000.0,160349000.0,75295000.0,17371000.0,17371000.0,287383000.0,490338000.0,777721000.0,777721000.0,2024-03-31
0.0,0.322989,150070000.0,0.0,0.0,90362000.0,15868000.0,455821000.0,150070000.0,134202000.0,-730000.0,730000.0,90362000.0,90362000.0,609007000.0,129320370.0,129320370.0,0.45,0.45,90362000.0,90362000.0,0.0,90362000.0,90362000.0,0.0,90362000.0,43110000.0,133472000.0,11917000.0,0.0,-730000.0,730000.0,122283000.0,153186000.0,69937000.0,15868000.0,15868000.0,275469000.0,455821000.0,731290000.0,731290000.0,2023-12-31
-388378.720253,0.241229,180232000.0,-1610000.0,-1610000.0,115771000.0,15183000.0,526590000.0,178622000.0,163439000.0,-10862000.0,10862000.0,116992621.279747,115771000.0,679285000.0,123160638.0,123160638.0,0.94,0.94,115771000.0,115771000.0,0.0,115771000.0,115771000.0,0.0,115771000.0,36806000.0,152577000.0,3578000.0,-1610000.0,-10862000.0,10862000.0,161471000.0,152695000.0,75696000.0,15183000.0,15183000.0,314166000.0,526590000.0,840756000.0,840756000.0,2023-09-30
-995484.018265,0.320091,155094000.0,-3110000.0,-3110000.0,89340000.0,15429000.0,386589000.0,151984000.0,136555000.0,-23845000.0,5155000.0,91454515.981735,89340000.0,425171000.0,,,,,89340000.0,89340000.0,0.0,89340000.0,89340000.0,,89340000.0,42060000.0,131400000.0,,-3110000.0,-23845000.0,5155000.0,136080000.0,38582000.0,-75933000.0,15429000.0,13139000.0,174662000.0,386589000.0,561251000.0,561251000.0,2023-03-31
0.0,0.248277,91888000.0,0.0,0.0,51472000.0,14536000.0,439902000.0,91888000.0,77352000.0,-8880000.0,8880000.0,51472000.0,51472000.0,581667000.0,129320370.0,129320370.0,0.398019,0.398019,51472000.0,51472000.0,0.0,51472000.0,51472000.0,0.0,51472000.0,17000000.0,68472000.0,55000.0,0.0,-8880000.0,8880000.0,77296000.0,141765000.0,69103000.0,14536000.0,14536000.0,219061000.0,439902000.0,658963000.0,658963000.0,2022-12-31
0.0,0.256623,191272000.0,0.0,0.0,124081000.0,23748000.0,542993000.0,191272000.0,167524000.0,-610000.0,610000.0,124081000.0,124081000.0,740254000.0,129251042.0,129251042.0,0.96,0.96,124081000.0,124081000.0,0.0,124081000.0,124081000.0,0.0,124081000.0,42834000.0,166914000.0,10306000.0,0.0,-610000.0,610000.0,157219000.0,197261000.0,93795000.0,23748000.0,23748000.0,354480000.0,542993000.0,897473000.0,897473000.0,2024-06-30 00:00:00
395332.698261,0.245548,168746000.0,1610000.0,1610000.0,110878000.0,14197000.0,541280000.0,170356000.0,156159000.0,-9194000.0,9194000.0,109663332.698261,110878000.0,684638000.0,129320370.0,129320370.0,0.85739,0.85739,110878000.0,110878000.0,0.0,110878000.0,110878000.0,0.0,110878000.0,36087000.0,146965000.0,9882000.0,1610000.0,-9194000.0,9194000.0,144667000.0,143358000.0,64023000.0,14197000.0,14197000.0,288025000.0,541280000.0,829305000.0,829305000.0,2023-06-30 00:00:00
