Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Other Inventories
50771000.0,50771000.0,1875300000.0,1906600000.0,4920400000.0,6832600000.0,507200000.0,4920400000.0,4926000000.0,5970200000.0,4926000000.0,4926000000.0,4824500000.0,,,,101500000.0,101500000.0,3337500000.0,1177700000.0,,,127900000.0,1044200000.0,1044200000.0,5600000.0,2159800000.0,67300000.0,,862400000.0,862400000.0,,11900000.0,1096000000.0,,,8400000.0,1087600000.0,8263500000.0,5596500000.0,4800000.0,,39600000.0,39600000.0,5600000.0,4600000.0,1000000.0,5546500000.0,,5546500000.0,1908400000.0,3638100000.0,,,,,2667000000.0,235300000.0,,,720700000.0,,,,,1544700000.0,,,166300000.0,135000000.0,31300000.0,,2024-03-31,,
50771000.0,50771000.0,2231000000.0,2244200000.0,4513200000.0,6762900000.0,505800000.0,4513200000.0,4518700000.0,5630000000.0,4518700000.0,4518700000.0,4417200000.0,,,,101500000.0,101500000.0,3574700000.0,1243000000.0,,,122700000.0,1111300000.0,1111300000.0,9000000.0,2331700000.0,43600000.0,,1132900000.0,1132900000.0,,23300000.0,1082400000.0,,,14300000.0,1068100000.0,8093400000.0,5255900000.0,80000000.0,,37500000.0,37500000.0,5500000.0,4500000.0,1000000.0,5132900000.0,,5132900000.0,1593600000.0,3539300000.0,,,,,2837500000.0,194300000.0,,,859800000.0,,,,,1639200000.0,,,144200000.0,131000000.0,13200000.0,,2023-09-30,,
50771000.0,50771000.0,1682000000.0,1712900000.0,4388300000.0,6106700000.0,498500000.0,4388300000.0,4393800000.0,5257400000.0,4393800000.0,4393800000.0,4292200000.0,41200000.0,2196500000.0,26000000.0,101500000.0,101500000.0,2997000000.0,987400000.0,6200000.0,6200000.0,117600000.0,863600000.0,863600000.0,,2009600000.0,64600000.0,29400000.0,849300000.0,849300000.0,8500000.0,8500000.0,1116700000.0,166600000.0,1400000.0,29400000.0,948700000.0,7390800000.0,4882700000.0,200100000.0,234300000.0,34100000.0,34100000.0,5500000.0,4500000.0,1000000.0,4642900000.0,-894300000.0,5537200000.0,1401400000.0,3241400000.0,2564200000.0,991800000.0,579800000.0,0.0,2508100000.0,200000.0,100100000.0,151200000.0,861900000.0,259300000.0,97700000.0,504900000.0,600000.0,1363200000.0,-7100000.0,1370300000.0,30900000.0,115500000.0,30900000.0,30900000.0,2023-03-31,,
