Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
6016145.0,147349967.0,153366112.0,2135500000.0,4642300000.0,10596300000.0,13207000000.0,8300300000.0,10596300000.0,2064800000.0,10629500000.0,10855700000.0,10629500000.0,10629500000.0,10334800000.0,,,294700000.0,294700000.0,5786900000.0,2336400000.0,-100000.0,102200000.0,2149100000.0,1922900000.0,226200000.0,59300000.0,3450500000.0,62800000.0,2493200000.0,141900000.0,2351300000.0,,7200000.0,596000000.0,,3800000.0,592200000.0,16416400000.0,4665500000.0,184400000.0,,318300000.0,318300000.0,33200000.0,33200000.0,4129600000.0,,4129600000.0,22700000.0,4106900000.0,,11750800000.0,223400000.0,,,7232200000.0,,,206900000.0,,33100000.0,4055200000.0,3613200000.0,442000000.0,,,2024-03-31
,153366112.0,153366112.0,1777390000.0,5198730000.0,9932660000.0,13235880000.0,8170030000.0,9932660000.0,1939430000.0,9976580000.0,10459650000.0,9976580000.0,9976580000.0,9681880000.0,,,294700000.0,294700000.0,9023800000.0,2466900000.0,,106540000.0,2282930000.0,1799860000.0,483070000.0,50900000.0,6556900000.0,36910000.0,2915800000.0,139570000.0,2776230000.0,,6030000.0,2571770000.0,,266850000.0,2304920000.0,19000380000.0,4273460000.0,97250000.0,,283210000.0,283210000.0,43920000.0,43920000.0,3849080000.0,,3849080000.0,11460000.0,3837620000.0,,14726930000.0,240540000.0,,,7197300000.0,,,356880000.0,,34090000.0,6898120000.0,5416210000.0,1481910000.0,,,2023-09-30
,153366112.0,153366112.0,3408830000.0,5259150000.0,3918690000.0,7428320000.0,2321960000.0,3918690000.0,1804170000.0,3973340000.0,4627160000.0,3973340000.0,3973340000.0,,3389130000.0,343560000.0,240650000.0,240650000.0,8231160000.0,2505860000.0,,114850000.0,2317660000.0,1663840000.0,653820000.0,46370000.0,5725300000.0,,2941490000.0,140330000.0,2801160000.0,5390000.0,,2589860000.0,167600000.0,122040000.0,2300220000.0,12204500000.0,4157240000.0,,298620000.0,,,54650000.0,54650000.0,3803970000.0,-739140000.0,4543110000.0,63990000.0,2246730000.0,2232390000.0,8047260000.0,,450890000.0,174250000.0,6897490000.0,6000000.0,6891490000.0,349970000.0,96750000.0,28840000.0,49070000.0,2920000.0,46150000.0,18810000.0,27340000.0,2023-03-31
