Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Total Unusual Items,Total Unusual Items Excluding Goodwill,Special Income Charges
0.0,0.271423,-491942000.0,-635184000.0,140784000.0,754214000.0,-491942000.0,-632726000.0,-240159000.0,240159000.0,-635184000.0,-635184000.0,1777279000.0,,,,,-635184000.0,-635184000.0,0.0,-635184000.0,780000.0,-635964000.0,-635964000.0,-236921000.0,-872885000.0,12301000.0,-240159000.0,240159000.0,-645027000.0,1023065000.0,482747000.0,140784000.0,140784000.0,378038000.0,754214000.0,1132252000.0,1132252000.0,2024-03-31,,,
0.0,0.168734,-287540000.0,-541492000.0,145012000.0,1009531000.0,-287540000.0,-432552000.0,-221508000.0,221508000.0,-541492000.0,-541492000.0,1922305000.0,29752308.0,29752308.0,-18.2,-18.2,-541492000.0,-541492000.0,0.0,-541492000.0,2206000.0,-543698000.0,-543698000.0,-110362000.0,-654060000.0,17501000.0,-221508000.0,221508000.0,-450053000.0,912774000.0,350433000.0,145012000.0,145012000.0,462721000.0,1009531000.0,1472252000.0,1472252000.0,2023-12-31,,,
0.0,0.3,-127931000.0,-275427000.0,154944000.0,1117747000.0,-127931000.0,-282875000.0,-208990000.0,208990000.0,-275427000.0,-275427000.0,2065824000.0,26870927.0,26870927.0,-10.25,-10.25,-275427000.0,-275427000.0,0.0,-275427000.0,845000.0,-276272000.0,-276272000.0,-215593000.0,-491865000.0,11426000.0,-208990000.0,208990000.0,-294301000.0,948077000.0,345120000.0,154944000.0,154944000.0,653776000.0,1117747000.0,1771523000.0,1771523000.0,2023-09-30,,,
0.0,0.291682,-212088000.0,-382546000.0,152467000.0,988487000.0,-212088000.0,-364555000.0,-178975000.0,178975000.0,-382546000.0,-382546000.0,1987676000.0,26883064.0,26883064.0,-14.23,-14.23,-382546000.0,-382546000.0,0.0,-382546000.0,2446000.0,-384992000.0,-384992000.0,-158538000.0,-543530000.0,13509000.0,-178975000.0,178975000.0,-378064000.0,999189000.0,413823000.0,152467000.0,152467000.0,621125000.0,988487000.0,1609612000.0,1609612000.0,2023-06-30,,,
0.0,0.3,-180846000.0,-218838000.0,161442000.0,1452229000.0,-180846000.0,-342288000.0,-163543000.0,173473000.0,-218838000.0,-218838000.0,2154175000.0,,,,,-218838000.0,-218838000.0,0.0,-218838000.0,-18068000.0,-200770000.0,-200770000.0,-314991000.0,-515761000.0,-70803000.0,-163543000.0,173473000.0,-331445000.0,701946000.0,-185273000.0,161442000.0,39372000.0,370501000.0,1452229000.0,1822730000.0,1822730000.0,2023-03-31,,,
,,,,,,,,,,,,,24887543.0,24887543.0,-20.31,-20.31,,,,,,,,,,,,,,,,,,,,,,2022-12-31,,,
1446592340.288669,0.383099,890074000.0,2767767000.0,121422000.0,659594000.0,4666097000.0,4544675000.0,-50667000.0,50667000.0,438336340.288669,2767767000.0,1692181000.0,32824561.0,30705203.0,84.32,90.14,2767767000.0,2767767000.0,0.0,2767767000.0,-4589000.0,2772356000.0,2772356000.0,1721652000.0,4494008000.0,1661317000.0,-50667000.0,50667000.0,-892665000.0,1032587000.0,694093000.0,121422000.0,121422000.0,139922000.0,659594000.0,799516000.0,799516000.0,2024-06-30 00:00:00,3776023000.0,3776023000.0,3776023000.0
